TestID;Number of Peers;P2P Algorithm;Total Duration [s];Total Received Bytes;Minimum Transfer Time Error Rate [%];Average Transfer Time Error Rate [%];Maximum Transfer Time Error Rate [%];Same PDF File;Maximum Connection Time [s];Minimum Connection Time [s];Average Connection Time [s];Maximum Transfer Time [s];Minimum Transfer Time [s];Average Transfer Time [s];Maximum Total Time [s];Minimum Total Time [s];Average Total Time [s];Maximum Latency Error Rate [%];Minimum Latency Error Rate [%];Average Latency Error Rate [%];Maximum Bandwidth Error Rate [%];Minimum Bandwidth Error Rate [%];Average Bandwidth Error Rate [%];Smallest Bandwidth [Kbps]
Test203;35;NOT USED;193.66;32095088;0.72;0.89;2.87;true;0.16;0.11;0.14;182.41;178.60;179.00;182.57;178.72;179.15;;;;;;;1448
Test204;35;NOT USED;390.09;67108864;0.71;0.85;2.35;true;0.17;0.11;0.14;379.51;373.40;374.09;379.69;373.52;374.23;;;;;;;1448
Test205;35;NOT USED;766.01;134217728;0.70;0.84;2.23;true;0.15;0.11;0.14;758.10;746.75;748.08;758.25;746.87;748.22;;;;;;;1448
Test206;50;NOT USED;30.65;2239815;0.97;1.09;1.23;true;0.17;0.11;0.14;16.28;16.24;16.26;16.44;16.35;16.40;;;;;;;1114
Test207;50;NOT USED;44.92;4293938;0.83;0.90;0.96;true;0.17;0.11;0.14;31.13;31.09;31.11;31.30;31.21;31.25;;;;;;;1114
Test208;50;NOT USED;80.33;8869498;0.76;0.79;0.90;true;0.16;0.11;0.14;64.26;64.18;64.20;64.43;64.30;64.34;;;;;;;1114
Test209;50;NOT USED;129.60;15890720;0.73;0.75;0.95;true;0.15;0.11;0.14;115.21;114.95;114.98;115.37;115.07;115.12;;;;;;;1114
Test210;50;NOT USED;246.87;32095088;0.71;0.72;0.82;true;0.16;0.11;0.13;232.39;232.13;232.16;232.54;232.25;232.30;;;;;;;1114
Test211;50;NOT USED;500.58;67108864;0.70;0.70;0.72;true;0.16;0.11;0.13;485.42;485.34;485.36;485.55;485.45;485.50;;;;;;;1114
Test212;50;NOT USED;985.16;134217728;0.70;0.70;0.72;true;0.17;0.11;0.14;970.84;970.63;970.66;970.99;970.75;970.80;;;;;;;1114
Test213;20;USED;14.59;2239815;3.49;13.58;52.31;true;9.33;0.12;3.04;3.52;0.82;2.36;10.16;3.56;5.41;;;;;;;5396
Test214;20;USED;18.83;4293938;2.13;7.43;27.45;true;12.43;0.11;5.34;6.58;1.32;4.38;15.21;6.62;9.73;;;;;;;5396
Test215;20;USED;26.04;8869498;1.39;3.88;12.91;true;18.50;0.11;8.09;13.42;2.42;8.88;23.43;13.45;16.98;;;;;;;5396
Test216;20;USED;42.35;15890720;1.08;2.52;7.93;true;27.79;0.12;13.45;23.89;4.14;15.79;37.48;23.94;29.25;;;;;;;5396
Test217;20;USED;77.35;32095088;0.89;1.58;4.32;true;55.01;0.11;26.00;48.08;8.10;31.73;71.77;48.12;57.74;;;;;;;5396
Test218;20;USED;150.58;67108864;0.79;1.13;2.42;true;107.16;0.12;51.72;100.35;16.62;66.18;147.39;100.40;117.91;;;;;;;5396
Test219;20;USED;290.80;134217728;0.74;0.91;1.55;true;205.89;0.12;101.94;200.59;32.97;132.20;286.23;200.60;234.14;;;;;;;5396
Test220;35;USED;21.64;2239815;2.06;8.39;38.72;true;15.55;0.11;5.56;5.14;0.89;3.35;16.57;5.16;8.92;;;;;;;3620
Test221;35;USED;27.55;4293938;1.39;4.68;22.30;true;21.64;0.11;8.54;9.70;1.55;6.29;24.56;9.73;14.84;;;;;;;3620
Test222;35;USED;47.56;8869498;1.03;2.63;10.35;true;30.77;0.11;15.63;19.89;3.08;12.85;43.80;19.91;28.49;;;;;;;3620
Test223;35;USED;73.76;15890720;0.88;1.79;7.04;true;46.30;0.11;24.30;35.50;5.39;22.92;69.56;35.54;47.22;;;;;;;3620
Test224;35;USED;128.71;32095088;0.79;1.22;3.84;true;83.10;0.11;45.66;71.60;10.76;46.15;123.89;71.60;91.81;;;;;;;3620
Test225;35;USED;259.18;67108864;0.74;1.20;9.27;true;159.20;0.11;92.59;162.06;22.38;96.70;254.79;149.55;189.29;;;;;;;3620
Test226;35;USED;505.10;134217728;0.72;0.82;1.44;true;309.56;0.11;182.22;298.88;44.63;192.54;501.92;298.86;374.77;;;;;;;3620
Test227;50;USED;27.40;2239815;1.32;6.42;52.52;true;18.62;0.11;6.39;10.11;0.84;3.71;24.13;0.99;10.10;;;;;;;1795
Test228;50;USED;36.85;4293938;1.02;3.78;29.25;true;21.62;0.11;9.69;19.33;1.37;7.00;32.07;6.25;16.70;;;;;;;1795
Test229;50;USED;52.91;8869498;0.85;2.16;14.48;true;30.91;0.11;14.96;39.86;2.51;14.32;46.04;20.04;29.29;;;;;;;1795
Test230;50;USED;86.19;15890720;0.78;1.53;8.61;true;48.86;0.11;26.42;71.37;4.27;25.56;81.34;35.77;51.99;;;;;;;1795
Test231;50;USED;156.91;32095088;0.74;1.11;4.60;true;80.07;0.11;49.83;144.10;8.31;51.50;145.18;72.07;101.33;;;;;;;1795
Test232;50;USED;330.82;67108864;0.71;0.89;2.58;true;165.88;0.11;105.78;301.24;17.04;107.55;327.37;150.51;213.33;;;;;;;1795
Test233;50;USED;630.28;134217728;0.70;0.79;1.63;true;317.06;0.11;206.57;602.42;33.77;214.97;626.86;300.85;421.55;;;;;;;1795
Test234;20;NOT USED;13.80;2239815;0.71;1.31;2.78;true;0.15;0.12;0.13;6.82;6.73;6.77;6.98;6.85;6.91;;;;;;;2698
Test235;20;NOT USED;20.40;4293938;0.71;1.05;1.72;true;0.16;0.12;0.14;12.95;12.87;12.91;13.11;13.00;13.05;;;;;;;2698
Test236;20;NOT USED;34.05;8869498;0.71;0.90;1.63;true;0.16;0.11;0.13;26.61;26.53;26.57;26.77;26.65;26.71;;;;;;;2698
Test237;20;NOT USED;54.84;15890720;0.71;0.84;1.63;true;0.16;0.12;0.14;47.58;47.49;47.53;47.74;47.61;47.67;;;;;;;2698
Test238;20;NOT USED;103.33;32095088;0.71;0.80;1.63;true;0.16;0.11;0.13;96.00;95.89;95.92;96.15;96.01;96.06;;;;;;;2698
Test239;20;NOT USED;207.52;67108864;0.71;0.78;1.63;true;0.17;0.12;0.13;200.51;200.43;200.47;200.68;200.55;200.61;;;;;;;2698
Test240;20;NOT USED;408.29;134217728;0.71;0.77;1.63;true;0.16;0.12;0.14;400.90;400.80;400.85;401.04;400.92;400.99;;;;;;;2698
Test241;35;NOT USED;24.22;2239815;0.72;1.21;3.27;true;0.16;0.11;0.14;12.77;12.50;12.54;12.93;12.62;12.69;;;;;;;1448
Test242;35;NOT USED;35.30;4293938;0.72;1.05;3.02;true;0.16;0.11;0.14;24.44;23.93;24.00;24.60;24.05;24.14;;;;;;;1448
Test243;35;NOT USED;61.32;8869498;0.72;0.95;2.73;true;0.16;0.11;0.14;50.34;49.38;49.50;50.49;49.50;49.64;;;;;;;1448
Test244;35;NOT USED;100.78;15890720;0.72;0.91;2.82;true;0.16;0.11;0.14;90.27;88.45;88.65;90.42;88.56;88.79;;;;;;;1448
Test245;35;NOT USED;191.73;32095088;0.72;0.88;2.46;true;0.16;0.11;0.14;181.68;178.60;178.96;181.84;178.72;179.11;;;;;;;1448
Test246;35;NOT USED;389.32;67108864;0.71;0.87;2.75;true;0.16;0.11;0.14;380.99;373.40;374.17;381.15;373.51;374.31;;;;;;;1448
Test247;35;NOT USED;764.34;134217728;0.70;0.84;2.26;true;0.16;0.11;0.14;758.35;746.75;748.10;758.51;746.87;748.25;;;;;;;1448
Test248;50;NOT USED;30.57;2239815;0.96;1.09;1.21;true;0.17;0.11;0.14;16.28;16.24;16.26;16.45;16.35;16.40;;;;;;;1114
Test249;50;NOT USED;46.07;4293938;0.84;0.90;0.96;true;0.17;0.11;0.14;31.13;31.09;31.11;31.30;31.21;31.25;;;;;;;1114
Test250;50;NOT USED;79.20;8869498;0.76;0.79;0.84;true;0.17;0.11;0.14;64.23;64.18;64.20;64.39;64.29;64.34;;;;;;;1114
Test251;50;NOT USED;129.51;15890720;0.73;0.75;0.77;true;0.16;0.12;0.14;114.99;114.95;114.97;115.16;115.07;115.11;;;;;;;1114
Test252;50;NOT USED;246.50;32095088;0.71;0.72;0.73;true;0.17;0.11;0.14;232.17;232.13;232.15;232.35;232.25;232.29;;;;;;;1114
Test253;50;NOT USED;499.65;67108864;0.70;0.70;0.72;true;0.15;0.11;0.14;485.42;485.34;485.36;485.56;485.45;485.50;;;;;;;1114
Test254;50;NOT USED;985.21;134217728;0.70;0.70;0.72;true;0.16;0.12;0.14;970.88;970.63;970.66;971.04;970.75;970.80;;;;;;;1114
Test255;20;USED;15.78;2239815;3.43;13.38;52.49;true;9.35;0.12;2.89;3.51;0.82;2.36;10.17;3.56;5.26;;;;;;;5396
Test256;20;USED;20.28;4293938;2.13;7.18;25.33;true;12.43;0.12;5.03;6.59;1.30;4.38;15.21;6.62;9.42;;;;;;;5396
Test257;20;USED;29.67;8869498;1.39;3.99;13.65;true;21.57;0.11;9.16;13.43;2.43;8.89;26.50;13.45;18.06;;;;;;;5396
Test258;20;USED;42.00;15890720;1.07;2.49;8.01;true;30.80;0.12;13.45;23.91;4.15;15.79;37.48;23.93;29.25;;;;;;;5396
Test259;20;USED;76.04;32095088;0.89;1.56;4.23;true;55.34;0.11;26.31;48.08;8.09;31.73;71.76;48.12;58.04;;;;;;;5396
Test260;20;USED;152.27;67108864;0.78;1.12;2.38;true;107.68;0.12;52.64;100.35;16.62;66.18;148.02;100.41;118.83;;;;;;;5396
Test261;20;USED;289.42;134217728;0.74;0.91;1.55;true;206.00;0.12;102.24;200.62;32.97;132.20;286.42;200.59;234.45;;;;;;;5396
Test262;35;USED;19.20;2239815;2.08;8.35;45.24;true;15.36;0.11;4.95;5.13;0.87;3.35;16.36;4.30;8.30;;;;;;;3620
Test263;35;USED;31.10;4293938;1.40;4.67;20.67;true;21.59;0.11;8.72;9.70;1.56;6.29;27.96;9.73;15.02;;;;;;;3620
Test264;35;USED;41.69;8869498;1.03;2.66;10.38;true;27.66;0.12;13.70;19.88;3.09;12.85;38.26;19.92;26.56;;;;;;;3620
Test265;35;USED;71.03;15890720;0.88;1.76;6.17;true;46.24;0.11;24.21;35.51;5.40;22.92;66.48;35.54;47.13;;;;;;;3620
Test266;35;USED;127.37;32095088;0.79;1.23;3.37;true;80.25;0.11;45.40;71.56;10.81;46.15;123.87;71.60;91.55;;;;;;;3620
Test267;35;USED;256.44;67108864;0.74;0.95;2.20;true;160.09;0.11;91.88;149.48;22.36;96.34;251.73;149.52;188.23;;;;;;;3620
Test268;35;USED;504.80;134217728;0.72;0.82;1.44;true;309.56;0.11;181.95;298.83;44.59;192.53;498.81;298.86;374.49;;;;;;;3620
Test269;50;USED;27.07;2239815;1.32;6.43;52.16;true;18.64;0.11;6.88;10.11;0.84;3.71;24.12;2.34;10.59;;;;;;;1795
Test270;50;USED;35.16;4293938;1.02;3.75;29.25;true;21.59;0.11;8.40;19.33;1.37;7.00;28.34;6.40;15.41;;;;;;;1795
Test271;50;USED;59.83;8869498;0.85;2.19;14.79;true;33.82;0.11;16.56;39.86;2.52;14.33;55.26;20.04;30.89;;;;;;;1795
Test272;50;USED;89.32;15890720;0.78;1.53;8.66;true;49.37;0.11;27.77;71.37;4.27;25.56;84.66;35.77;53.34;;;;;;;1795
Test273;50;USED;160.55;32095088;0.74;1.11;4.58;true;82.93;0.11;50.38;144.10;8.31;51.50;157.49;72.07;101.89;;;;;;;1795
Test274;50;USED;329.76;67108864;0.71;0.89;2.53;true;163.29;0.11;104.37;301.24;17.03;107.55;324.80;150.51;211.92;;;;;;;1795
Test275;50;USED;632.95;134217728;0.71;0.79;1.62;true;314.65;0.11;207.84;602.61;33.77;214.98;627.74;300.85;422.82;;;;;;;1795
Test276;20;NOT USED;14.05;2239815;0.71;1.45;7.87;true;0.17;0.12;0.14;7.16;6.74;6.80;7.28;6.86;6.94;;;;;;;2698
Test277;20;NOT USED;20.64;4293938;0.71;1.05;1.73;true;0.17;0.12;0.14;12.95;12.87;12.91;13.12;12.99;13.05;;;;;;;2698
Test278;20;NOT USED;33.55;8869498;0.71;0.90;1.62;true;0.16;0.11;0.14;26.61;26.53;26.57;26.77;26.65;26.71;;;;;;;2698
Test279;20;NOT USED;55.28;15890720;0.71;0.84;1.62;true;0.16;0.12;0.13;47.58;47.49;47.53;47.74;47.62;47.67;;;;;;;2698
Test280;20;NOT USED;103.06;32095088;0.71;0.83;2.38;true;0.16;0.12;0.14;97.43;95.88;96.00;97.56;96.01;96.14;;;;;;;2698
Test281;20;NOT USED;207.66;67108864;0.71;0.78;1.62;true;0.16;0.11;0.14;200.93;200.43;200.49;201.05;200.56;200.63;;;;;;;2698
Test282;20;NOT USED;408.13;134217728;0.71;0.77;1.62;true;0.16;0.11;0.13;400.92;400.81;400.85;401.06;400.93;400.99;;;;;;;2698
Test283;35;NOT USED;23.46;2239815;0.72;1.17;2.77;true;0.17;0.11;0.14;12.71;12.50;12.54;12.89;12.62;12.68;;;;;;;1448
Test284;35;NOT USED;35.12;4293938;0.72;1.05;2.72;true;0.16;0.11;0.14;24.36;23.93;24.00;24.52;24.05;24.14;;;;;;;1448
Test285;35;NOT USED;60.99;8869498;0.72;0.93;2.36;true;0.16;0.11;0.14;50.16;49.38;49.49;50.31;49.51;49.63;;;;;;;1448
Test286;35;NOT USED;99.87;15890720;0.72;0.89;2.29;true;0.16;0.11;0.14;89.80;88.45;88.63;89.96;88.56;88.77;;;;;;;1448
Test287;35;NOT USED;191.88;32095088;0.72;0.88;2.36;true;0.16;0.11;0.14;181.52;178.60;178.98;181.68;178.72;179.12;;;;;;;1448
Test288;35;NOT USED;390.33;67108864;0.71;0.84;2.19;true;0.16;0.11;0.14;378.90;373.40;374.05;379.06;373.51;374.19;;;;;;;1448
Test289;35;NOT USED;767.72;134217728;0.70;0.81;2.20;true;0.16;0.11;0.14;757.88;746.75;747.78;758.04;746.87;747.92;;;;;;;1448
Test290;50;NOT USED;30.49;2239815;0.97;1.10;1.66;true;0.16;0.12;0.14;16.35;16.24;16.26;16.48;16.36;16.40;;;;;;;1114
Test291;50;NOT USED;45.77;4293938;0.84;0.90;0.96;true;0.16;0.11;0.14;31.13;31.09;31.11;31.29;31.21;31.25;;;;;;;1114
Test292;50;NOT USED;79.52;8869498;0.76;0.79;0.82;true;0.15;0.11;0.13;64.22;64.18;64.20;64.37;64.30;64.34;;;;;;;1114
Test293;50;NOT USED;129.30;15890720;0.73;0.75;0.90;true;0.17;0.11;0.14;115.14;114.95;114.98;115.29;115.07;115.12;;;;;;;1114
Test294;50;NOT USED;246.51;32095088;0.71;0.72;0.73;true;0.18;0.11;0.14;232.17;232.13;232.15;232.35;232.25;232.30;;;;;;;1114
Test295;50;NOT USED;500.57;67108864;0.70;0.70;0.75;true;0.16;0.11;0.14;485.57;485.34;485.36;485.73;485.46;485.50;;;;;;;1114
Test296;50;NOT USED;985.01;134217728;0.70;0.70;0.73;true;0.17;0.11;0.14;970.96;970.63;970.67;971.12;970.75;970.81;;;;;;;1114
Test297;20;USED;12.74;2239815;3.40;13.59;52.31;true;6.28;0.11;2.43;3.51;0.82;2.36;7.82;3.55;4.79;;;;;;;5396
Test298;20;USED;18.74;4293938;2.19;7.26;27.64;true;12.44;0.12;5.03;6.58;1.32;4.38;15.21;6.62;9.42;;;;;;;5396
Test299;20;USED;27.83;8869498;1.40;3.83;12.82;true;18.58;0.12;8.40;13.41;2.42;8.88;24.09;13.45;17.28;;;;;;;5396
Test300;20;USED;42.81;15890720;1.08;2.48;8.01;true;30.76;0.12;13.91;23.89;4.15;15.79;40.35;23.93;29.70;;;;;;;5396
Test301;20;USED;77.62;32095088;0.88;1.59;4.31;true;55.45;0.11;25.70;48.08;8.09;31.74;74.82;48.12;57.44;;;;;;;5396
Test302;20;USED;148.82;67108864;0.79;1.12;2.42;true;107.08;0.11;51.57;100.36;16.62;66.18;144.89;100.40;117.75;;;;;;;5396
Test303;20;USED;291.40;134217728;0.75;0.91;1.56;true;208.39;0.11;103.16;200.54;32.97;132.20;288.36;200.60;235.37;;;;;;;5396
Test304;35;USED;23.69;2239815;2.06;8.22;41.16;true;15.46;0.11;5.74;5.12;0.87;3.35;18.84;5.16;9.09;;;;;;;3620
Test305;35;USED;30.67;4293938;1.40;4.74;21.52;true;21.52;0.11;9.68;9.70;1.57;6.29;26.71;9.73;15.98;;;;;;;3620
Test306;35;USED;42.59;8869498;1.03;2.60;11.03;true;30.90;0.12;13.53;19.89;3.07;12.85;37.82;19.92;26.39;;;;;;;3620
Test307;35;USED;72.59;15890720;0.88;1.77;7.04;true;43.23;0.11;24.12;35.50;5.39;22.92;66.50;35.54;47.05;;;;;;;3620
Test308;35;USED;131.25;32095088;0.79;1.24;3.40;true;83.05;0.11;45.57;71.56;10.81;46.15;126.62;71.60;91.72;;;;;;;3620
Test309;35;USED;255.89;67108864;0.74;0.95;2.19;true;159.83;0.11;91.80;149.54;22.36;96.34;251.72;149.52;188.14;;;;;;;3620
Test310;35;USED;508.07;134217728;0.72;0.82;1.38;true;309.62;0.11;182.31;298.82;44.59;192.53;504.92;298.86;374.84;;;;;;;3620
Test311;50;USED;27.24;2239815;1.31;6.63;56.49;true;18.59;0.11;6.82;10.11;0.86;3.71;24.11;1.93;10.53;;;;;;;1795
Test312;50;USED;37.50;4293938;1.02;3.81;29.53;true;24.66;0.11;10.00;19.33;1.37;7.00;31.92;6.49;17.01;;;;;;;1795
Test313;50;USED;59.89;8869498;0.85;2.19;14.52;true;34.00;0.11;17.78;39.86;2.51;14.33;55.46;20.04;32.11;;;;;;;1795
Test314;50;USED;91.72;15890720;0.78;1.52;8.54;true;49.25;0.11;27.46;71.37;4.27;25.56;87.58;35.77;53.03;;;;;;;1795
Test315;50;USED;158.28;32095088;0.74;1.11;4.59;true;85.93;0.12;51.73;144.10;8.31;51.50;154.41;72.08;103.24;;;;;;;1795
Test316;50;USED;329.62;67108864;0.71;0.89;2.56;true;163.16;0.11;104.55;301.24;17.04;107.55;324.67;150.51;212.10;;;;;;;1795
Test317;50;USED;635.16;134217728;0.70;0.79;1.63;true;312.62;0.11;207.90;602.42;33.77;214.97;631.61;300.85;422.88;;;;;;;1795
Test318;20;NOT USED;13.90;2239815;0.71;1.43;7.52;true;0.17;0.11;0.13;7.14;6.74;6.79;7.26;6.86;6.93;;;;;;;2698
Test319;20;NOT USED;20.08;4293938;0.71;1.08;2.66;true;0.15;0.11;0.13;13.07;12.88;12.92;13.18;13.00;13.06;;;;;;;2698
Test320;20;NOT USED;33.87;8869498;0.71;0.90;1.63;true;0.15;0.12;0.13;26.61;26.53;26.57;26.77;26.66;26.71;;;;;;;2698
Test321;20;NOT USED;54.53;15890720;0.71;0.84;1.63;true;0.17;0.12;0.14;47.57;47.50;47.53;47.75;47.62;47.68;;;;;;;2698
Test322;20;NOT USED;103.14;32095088;0.71;0.83;2.37;true;0.16;0.11;0.13;97.42;95.88;96.00;97.54;96.01;96.14;;;;;;;2698
Test323;20;NOT USED;208.02;67108864;0.71;0.78;1.63;true;0.16;0.11;0.13;200.50;200.42;200.46;200.66;200.54;200.60;;;;;;;2698
Test324;20;NOT USED;429.30;134217728;0.71;0.93;7.10;true;0.15;0.12;0.14;426.26;400.81;402.45;426.39;400.94;402.59;;;;;;;2698
Test325;35;NOT USED;23.66;2239815;0.72;1.24;3.34;true;0.17;0.11;0.14;12.78;12.50;12.55;12.94;12.62;12.69;;;;;;;1448
Test326;35;NOT USED;35.06;4293938;0.72;1.03;2.49;true;0.16;0.11;0.14;24.31;23.93;23.99;24.48;24.05;24.13;;;;;;;1448
Test327;35;NOT USED;61.15;8869498;0.72;0.95;3.00;true;0.16;0.11;0.14;50.47;49.38;49.51;50.63;49.50;49.65;;;;;;;1448
Test328;35;NOT USED;99.49;15890720;0.72;0.89;2.27;true;0.16;0.11;0.14;89.79;88.45;88.62;89.94;88.56;88.76;;;;;;;1448
Test329;35;NOT USED;192.04;32095088;0.72;0.88;2.93;true;0.16;0.11;0.14;182.53;178.60;178.99;182.68;178.72;179.13;;;;;;;1448
Test330;35;NOT USED;388.05;67108864;0.71;0.85;2.32;true;0.17;0.11;0.14;379.38;373.40;374.10;379.54;373.51;374.24;;;;;;;1448
Test331;35;NOT USED;766.38;134217728;0.70;0.81;2.34;true;0.17;0.11;0.14;758.94;746.75;747.77;759.10;746.87;747.91;;;;;;;1448
Test332;50;NOT USED;30.15;2239815;0.97;1.09;1.21;true;0.16;0.12;0.14;16.28;16.24;16.26;16.44;16.36;16.40;;;;;;;1114
Test333;50;NOT USED;45.41;4293938;0.83;0.89;0.96;true;0.16;0.11;0.14;31.13;31.09;31.11;31.29;31.21;31.25;;;;;;;1114
Test334;50;NOT USED;78.56;8869498;0.76;0.79;0.82;true;0.16;0.11;0.14;64.22;64.18;64.20;64.38;64.29;64.34;;;;;;;1114
Test335;50;NOT USED;129.40;15890720;0.73;0.74;0.77;true;0.16;0.11;0.13;114.99;114.95;114.97;115.15;115.07;115.11;;;;;;;1114
Test336;50;NOT USED;246.82;32095088;0.71;0.72;0.73;true;0.16;0.11;0.13;232.17;232.13;232.15;232.33;232.25;232.29;;;;;;;1114
Test337;50;NOT USED;499.59;67108864;0.70;0.72;1.43;true;0.16;0.11;0.14;488.83;485.34;485.43;488.96;485.45;485.57;;;;;;;1114
Test338;50;NOT USED;984.93;134217728;0.70;0.70;0.73;true;0.15;0.11;0.14;970.92;970.63;970.66;971.07;970.75;970.80;;;;;;;1114
Test339;20;USED;15.08;2239815;3.43;13.49;51.75;true;9.37;0.12;4.27;3.51;0.82;2.36;10.91;3.55;6.63;;;;;;;5396
Test340;20;USED;19.13;4293938;2.12;7.29;27.93;true;12.35;0.11;4.26;6.58;1.32;4.38;14.11;6.62;8.65;;;;;;;5396
Test341;20;USED;29.66;8869498;1.40;3.82;12.82;true;21.57;0.11;8.70;13.41;2.42;8.88;26.51;13.45;17.59;;;;;;;5396
Test342;20;USED;44.42;15890720;1.09;2.51;7.98;true;30.87;0.11;14.52;23.89;4.15;15.79;40.57;23.93;30.32;;;;;;;5396
Test343;20;USED;75.37;32095088;0.89;1.59;4.23;true;52.37;0.11;25.70;48.08;8.09;31.73;71.75;48.12;57.43;;;;;;;5396
Test344;20;USED;150.42;67108864;0.79;1.12;2.42;true;107.10;0.12;52.18;100.37;16.62;66.18;144.95;100.40;118.36;;;;;;;5396
Test345;20;USED;292.68;134217728;0.74;0.90;1.56;true;208.96;0.11;102.55;200.55;32.97;132.19;289.30;200.59;234.75;;;;;;;5396
Test346;35;USED;20.46;2239815;2.08;8.20;39.13;true;12.47;0.11;3.99;5.12;0.87;3.35;15.78;4.34;7.34;;;;;;;3620
Test347;35;USED;28.51;4293938;1.40;4.63;22.23;true;18.52;0.11;7.58;9.71;1.55;6.29;23.73;9.73;13.88;;;;;;;3620
Test348;35;USED;45.80;8869498;1.03;2.64;10.25;true;30.96;0.11;14.41;19.89;3.09;12.85;41.61;19.91;27.26;;;;;;;3620
Test349;35;USED;66.75;15890720;0.88;1.80;6.98;true;43.17;0.11;24.04;35.51;5.39;22.92;63.40;35.54;46.96;;;;;;;3620
Test350;35;USED;126.05;32095088;0.79;1.24;3.82;true;82.27;0.12;44.52;71.57;10.76;46.15;120.81;71.61;90.67;;;;;;;3620
Test351;35;USED;261.74;67108864;0.74;0.95;2.20;true;159.50;0.11;91.80;149.48;22.36;96.34;257.22;149.52;188.14;;;;;;;3620
Test352;35;USED;508.35;134217728;0.72;0.82;1.33;true;309.64;0.11;181.43;298.88;44.62;192.54;504.94;298.87;373.98;;;;;;;3620
Test353;50;USED;28.62;2239815;1.31;6.55;51.98;true;18.62;0.11;8.34;10.11;0.84;3.71;24.13;1.79;12.06;;;;;;;1795
Test354;50;USED;32.28;4293938;1.02;3.77;29.53;true;24.63;0.11;8.96;19.33;1.37;7.00;28.67;9.44;15.96;;;;;;;1795
Test355;50;USED;56.58;8869498;0.85;2.17;14.79;true;33.89;0.11;15.94;39.86;2.52;14.32;52.20;20.04;30.27;;;;;;;1795
Test356;50;USED;88.71;15890720;0.78;1.53;8.08;true;49.16;0.11;27.27;71.37;4.25;25.56;84.51;35.77;52.84;;;;;;;1795
Test357;50;USED;166.74;32095088;0.74;1.11;4.55;true;86.28;0.11;51.30;144.10;8.30;51.50;163.10;72.07;102.81;;;;;;;1795
Test358;50;USED;330.78;67108864;0.71;0.89;2.55;true;165.11;0.11;106.88;301.24;17.04;107.55;326.57;150.51;214.43;;;;;;;1795
Test359;50;USED;631.13;134217728;0.70;0.79;1.63;true;312.06;0.11;206.25;602.42;33.77;214.97;627.49;300.85;421.22;;;;;;;1795
Test360;20;NOT USED;13.76;2239815;0.71;1.34;3.07;true;0.16;0.11;0.13;6.84;6.74;6.78;6.98;6.86;6.92;;;;;;;2698
Test361;20;NOT USED;19.81;4293938;0.71;1.10;3.59;true;0.15;0.12;0.13;13.19;12.88;12.92;13.31;13.00;13.06;;;;;;;2698
Test362;20;NOT USED;33.60;8869498;0.71;0.93;2.66;true;0.16;0.12;0.14;27.00;26.54;26.59;27.12;26.66;26.73;;;;;;;2698
Test363;20;NOT USED;54.73;15890720;0.71;0.84;1.63;true;0.15;0.12;0.13;47.57;47.50;47.53;47.73;47.63;47.67;;;;;;;2698
Test364;20;NOT USED;102.95;32095088;0.71;0.80;1.63;true;0.16;0.12;0.14;95.96;95.88;95.92;96.12;96.00;96.06;;;;;;;2698
Test365;20;NOT USED;208.22;67108864;0.71;0.78;1.63;true;0.17;0.12;0.14;200.50;200.42;200.46;200.68;200.55;200.61;;;;;;;2698
Test366;20;NOT USED;408.05;134217728;0.71;0.77;1.63;true;0.16;0.12;0.13;400.89;400.80;400.85;401.04;400.92;400.99;;;;;;;2698
Test367;35;NOT USED;23.29;2239815;0.72;1.25;3.41;true;0.17;0.12;0.14;12.79;12.50;12.55;12.96;12.62;12.69;;;;;;;1448
Test368;35;NOT USED;34.49;4293938;0.72;1.05;2.83;true;0.17;0.11;0.14;24.39;23.93;24.00;24.55;24.05;24.14;;;;;;;1448
Test369;35;NOT USED;60.23;8869498;0.72;0.95;3.01;true;0.17;0.11;0.14;50.47;49.39;49.51;50.63;49.51;49.65;;;;;;;1448
Test370;35;NOT USED;99.04;15890720;0.72;0.89;2.42;true;0.17;0.11;0.14;89.92;88.45;88.63;90.09;88.56;88.77;;;;;;;1448
Test371;35;NOT USED;191.87;32095088;0.72;0.87;2.42;true;0.16;0.11;0.14;181.62;178.60;178.94;181.77;178.72;179.08;;;;;;;1448
Test372;35;NOT USED;387.21;67108864;0.71;0.85;2.20;true;0.16;0.11;0.14;378.92;373.40;374.07;379.07;373.52;374.21;;;;;;;1448
Test373;35;NOT USED;771.53;134217728;0.70;0.85;2.72;true;0.16;0.11;0.14;761.71;746.75;748.21;761.87;746.87;748.36;;;;;;;1448
Test374;50;NOT USED;31.19;2239815;0.97;1.09;1.21;true;0.17;0.11;0.14;16.28;16.24;16.26;16.44;16.35;16.40;;;;;;;1114
Test375;50;NOT USED;45.49;4293938;0.83;0.90;0.96;true;0.16;0.11;0.13;31.13;31.09;31.11;31.29;31.21;31.25;;;;;;;1114
Test376;50;NOT USED;78.32;8869498;0.76;0.79;0.82;true;0.16;0.11;0.14;64.22;64.18;64.20;64.38;64.30;64.34;;;;;;;1114
Test377;50;NOT USED;129.30;15890720;0.73;0.74;0.77;true;0.16;0.12;0.14;114.99;114.95;114.97;115.15;115.07;115.11;;;;;;;1114
Test378;50;NOT USED;246.29;32095088;0.71;0.72;0.73;true;0.16;0.11;0.13;232.17;232.13;232.15;232.34;232.25;232.29;;;;;;;1114
